醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5936071185,6,91,2020/03/08 17:03:42
5936080068,0,413,2020/03/08 17:03:42
5936080077,0,50,2020/03/08 17:03:42
5936081252,1,1,2020/03/08 17:03:42
5936090082,174,1126,2020/03/08 17:03:42
5936090126,39,0,2020/03/08 17:03:42
5936090144,0,282,2020/03/08 17:03:42
5936090171,0,485,2020/03/08 17:03:42
5936090224,48,665,2020/03/08 17:03:42
5936091301,0,35,2020/03/08 17:03:42
5936091427,0,2146,2020/03/08 17:03:42
5936091472,0,944,2020/03/08 17:03:42
5936091534,0,31,2020/03/08 17:03:42
5936091605,2,4,2020/03/08 17:03:42
5936100047,36,364,2020/03/08 17:03:42
5936100118,9,38,2020/03/08 17:03:42
5936101795,0,526,2020/03/08 17:03:42
5936101893,0,293,2020/03/08 17:03:42
5936102961,0,1548,2020/03/08 17:03:42
5936102970,0,845,2020/03/08 17:03:42
5936103002,0,4,2020/03/08 17:03:42
5936110016,9,1992,2020/03/08 17:03:42
5936111111,1219,2277,2020/03/08 17:03:42
5936111120,1572,2571,2020/03/08 17:03:42
5936111148,0,1114,2020/03/08 17:03:42
5936120049,0,1,2020/03/08 17:03:42
5936150047,3,5,2020/03/08 17:03:42
5936150234,2,1222,2020/03/08 17:03:42
5936150243,14,671,2020/03/08 17:03:42
5936150305,9,952,2020/03/08 17:03:42
5936150341,24,3,2020/03/08 17:03:42
5936151393,1,1424,2020/03/08 17:03:42
5936151419,0,108,2020/03/08 17:03:42
5936151455,0,1448,2020/03/08 17:03:42
5936160070,0,402,2020/03/08 17:03:42
5936160105,0,10,2020/03/08 17:03:42
5936161264,1,535,2020/03/08 17:03:42
5936171331,15,1667,2020/03/08 17:03:42
5936171359,70,1941,2020/03/08 17:03:42
5936171386,531,1484,2020/03/08 17:03:42
5936171402,0,2417,2020/03/08 17:03:42
5936171420,136,1710,2020/03/08 17:03:42
5936171439,0,365,2020/03/08 17:03:42
5936171457,0,270,2020/03/08 17:03:42
5936180081,0,324,2020/03/08 17:03:42
5936181337,1,1224,2020/03/08 17:03:42
5936181346,0,1342,2020/03/08 17:03:42
5936181373,0,49,2020/03/08 17:03:42
5936190078,0,1523,2020/03/08 17:03:42
5936190158,0,518,2020/03/08 17:03:42
5936190327,0,940,2020/03/08 17:03:42
5936190336,0,1196,2020/03/08 17:03:42
5936190416,892,2048,2020/03/08 17:03:42
5936190505,271,789,2020/03/08 17:03:42
5936190550,0,705,2020/03/08 17:03:42
5936190649,0,1108,2020/03/08 17:03:42
5936190676,955,2472,2020/03/08 17:03:42
5936190710,0,1,2020/03/08 17:03:42
5936191851,0,2,2020/03/08 17:03:42
5936191879,663,1668,2020/03/08 17:03:42
5936191913,77,1482,2020/03/08 17:03:42
5936191922,0,864,2020/03/08 17:03:42
5936192018,0,1196,2020/03/08 17:03:42
5936192054,0,756,2020/03/08 17:03:42
5936192090,2,260,2020/03/08 17:03:42
5936192134,104,667,2020/03/08 17:03:42
5936192198,0,1049,2020/03/08 17:03:42
5936192267,600,1300,2020/03/08 17:03:42
5936192278,0,503,2020/03/08 17:03:42
5936192296,355,1674,2020/03/08 17:03:42
5936192312,0,366,2020/03/08 17:03:42
5936200032,0,1297,2020/03/08 17:03:42
5936200097,0,2,2020/03/08 17:03:42
5936200113,699,1464,2020/03/08 17:03:42
5936200168,2,657,2020/03/08 17:03:42
5936200257,0,1003,2020/03/08 17:03:42
5936200293,189,1590,2020/03/08 17:03:42
5936200373,0,288,2020/03/08 17:03:42
5936200453,0,1383,2020/03/08 17:03:42
5936209287,5,535,2020/03/08 17:03:42
5936209349,1,1451,2020/03/08 17:03:42
5936209572,0,785,2020/03/08 17:03:42
5936209689,0,1420,2020/03/08 17:03:42
5936209769,6,150,2020/03/08 17:03:42
5936209796,30,997,2020/03/08 17:03:42
593620A855,5,1958,2020/03/08 17:03:42
593620A891,2,721,2020/03/08 17:03:42
593620A917,0,460,2020/03/08 17:03:42
593620B012,15,1910,2020/03/08 17:03:42
593620B138,0,1465,2020/03/08 17:03:42
593620B165,0,1408,2020/03/08 17:03:42
593620B183,0,173,2020/03/08 17:03:42
593620B307,0,73,2020/03/08 17:03:42
593620B316,21,686,2020/03/08 17:03:42
593620B325,0,792,2020/03/08 17:03:42
593620B334,0,1079,2020/03/08 17:03:42
5936211054,2011,1750,2020/03/08 17:03:42
5936211063,1096,1733,2020/03/08 17:03:42
5937010140,154,2093,2020/03/08 17:03:42
5937010159,0,1742,2020/03/08 17:03:42
5937010202,43,888,2020/03/08 17:03:42
5937010220,0,425,2020/03/08 17:03:42
5937010293,0,1658,2020/03/08 17:03:42
5937010426,0,1653,2020/03/08 17:03:42
5937010462,0,1518,2020/03/08 17:03:42
5937010533,0,1386,2020/03/08 17:03:42
5937010551,0,2115,2020/03/08 17:03:42
5937010613,0,1545,2020/03/08 17:03:42
5937010668,0,1892,2020/03/08 17:03:42
5937010775,1,2705,2020/03/08 17:03:42
5937010819,0,971,2020/03/08 17:03:42
5937010882,0,970,2020/03/08 17:03:42
5937010908,226,1915,2020/03/08 17:03:42
5937010917,10,176,2020/03/08 17:03:42
5937010999,0,1419,2020/03/08 17:03:42
5937011021,0,826,2020/03/08 17:03:42
5937011058,0,435,2020/03/08 17:03:42
5937012117,0,1708,2020/03/08 17:03:42
5937012126,2,1706,2020/03/08 17:03:42
5937012180,30,7,2020/03/08 17:03:42
5937012242,0,1405,2020/03/08 17:03:42
5937012251,0,518,2020/03/08 17:03:42
5937012411,276,1392,2020/03/08 17:03:42
5937012448,21,1601,2020/03/08 17:03:42
5937012546,252,1131,2020/03/08 17:03:42
5937012555,1,1398,2020/03/08 17:03:42
5937012582,0,261,2020/03/08 17:03:42
5937012635,0,491,2020/03/08 17:03:42
5937012671,0,1306,2020/03/08 17:03:42
5937012715,0,1602,2020/03/08 17:03:42
5937012733,0,866,2020/03/08 17:03:42
5937012751,3,1588,2020/03/08 17:03:42
5937012831,0,1844,2020/03/08 17:03:42
5937012850,1089,1872,2020/03/08 17:03:42
5937012877,1,1734,2020/03/08 17:03:42
5937012957,3,1642,2020/03/08 17:03:42
5937012975,6,1292,2020/03/08 17:03:42
5937013043,0,1209,2020/03/08 17:03:42
5937013052,0,674,2020/03/08 17:03:42
5937013105,120,1153,2020/03/08 17:03:42
5937013114,0,503,2020/03/08 17:03:42
5937013132,0,245,2020/03/08 17:03:42
5937013150,9,680,2020/03/08 17:03:42
5937013196,0,90,2020/03/08 17:03:42
5937013221,600,1820,2020/03/08 17:03:42
5937013230,15,289,2020/03/08 17:03:42
5937013267,2,568,2020/03/08 17:03:42
5937013285,311,1984,2020/03/08 17:03:42
5937013301,0,810,2020/03/08 17:03:42
5937013310,1,1620,2020/03/08 17:03:42
5937013338,0,483,2020/03/08 17:03:42
5937013347,0,226,2020/03/08 17:03:42
5937013365,0,166,2020/03/08 17:03:42
5937013383,3,1858,2020/03/08 17:03:42
5937013392,2057,1411,2020/03/08 17:03:42
5937013418,0,1280,2020/03/08 17:03:42
5937013436,1499,2200,2020/03/08 17:03:42
5937013445,2,601,2020/03/08 17:03:42
5937013454,171,748,2020/03/08 17:03:42
5937013472,0,845,2020/03/08 17:03:42
5937013481,0,856,2020/03/08 17:03:42
5937013507,34,1944,2020/03/08 17:03:42
5937013543,0,1784,2020/03/08 17:03:42
5937013552,0,1487,2020/03/08 17:03:42
5937013561,0,1230,2020/03/08 17:03:42
5937013570,423,2186,2020/03/08 17:03:42
5937013589,0,1156,2020/03/08 17:03:42
5937020066,0,2,2020/03/08 17:03:42
5937020119,1,78,2020/03/08 17:03:42
5937021312,1,543,2020/03/08 17:03:42
5937021330,0,1069,2020/03/08 17:03:42
5937021376,0,1015,2020/03/08 17:03:42
5937021385,25,725,2020/03/08 17:03:42
5937021401,2,67,2020/03/08 17:03:42
5937021447,0,1243,2020/03/08 17:03:42
5937021689,1,1214,2020/03/08 17:03:42
5937021769,0,709,2020/03/08 17:03:42
5937021778,19,0,2020/03/08 17:03:42
5937021812,241,1856,2020/03/08 17:03:42
5937021821,1,299,2020/03/08 17:03:42
5937021830,13,17,2020/03/08 17:03:42
5937031194,12,640,2020/03/08 17:03:42
5937031381,0,141,2020/03/08 17:03:42
5937031416,0,1071,2020/03/08 17:03:42
5937031425,0,381,2020/03/08 17:03:42
5937031434,3,400,2020/03/08 17:03:42
5937031470,0,350,2020/03/08 17:03:42
5937031489,738,1844,2020/03/08 17:03:42
5937031523,0,731,2020/03/08 17:03:42
5937031541,264,1388,2020/03/08 17:03:42
5937031596,0,304,2020/03/08 17:03:42
5937031612,0,869,2020/03/08 17:03:42
5937031621,1,0,2020/03/08 17:03:42
5937031676,0,1353,2020/03/08 17:03:42
5937031710,11,838,2020/03/08 17:03:42
5937031747,1216,2101,2020/03/08 17:03:42
5937031756,5,562,2020/03/08 17:03:42
5937040077,2,1752,2020/03/08 17:03:42
5937040095,0,1030,2020/03/08 17:03:42
5937040148,0,1219,2020/03/08 17:03:42
5937041172,15,1873,2020/03/08 17:03:42
5937041190,413,1737,2020/03/08 17:03:42
5937041207,1,1791,2020/03/08 17:03:42
5937041225,797,638,2020/03/08 17:03:42
5937041305,901,1348,2020/03/08 17:03:42
5937041369,386,1942,2020/03/08 17:03:42
5937041421,2,1139,2020/03/08 17:03:42
5937041430,340,0,2020/03/08 17:03:42
5937041449,0,1099,2020/03/08 17:03:42
5937041458,0,755,2020/03/08 17:03:42
5937041467,6,5,2020/03/08 17:03:42
5937041476,32,324,2020/03/08 17:03:42
5937050135,0,516,2020/03/08 17:03:42
5937050162,0,1050,2020/03/08 17:03:42
5937050279,1,957,2020/03/08 17:03:42
5937050313,0,1698,2020/03/08 17:03:42
5937050322,0,1654,2020/03/08 17:03:42
5937050331,0,431,2020/03/08 17:03:42
5937050377,201,2048,2020/03/08 17:03:42
5937050395,8,1280,2020/03/08 17:03:42
5937050411,0,1623,2020/03/08 17:03:42
5937051598,0,594,2020/03/08 17:03:42
5937051641,616,1410,2020/03/08 17:03:42
5937051669,0,1875,2020/03/08 17:03:42
5937051703,2,1627,2020/03/08 17:03:42
5937051712,3,543,2020/03/08 17:03:42
5937051730,1,979,2020/03/08 17:03:42
5937051794,0,1115,2020/03/08 17:03:42
5937051810,0,132,2020/03/08 17:03:42
5937051847,657,2351,2020/03/08 17:03:42
5937051865,0,1225,2020/03/08 17:03:42
5937051963,42,1025,2020/03/08 17:03:42
5937051981,2,31,2020/03/08 17:03:42
5937052013,0,1299,2020/03/08 17:03:42
5937052031,1,1578,2020/03/08 17:03:42
5937052059,150,2265,2020/03/08 17:03:42
5937052120,4,1369,2020/03/08 17:03:42
5937052184,0,1346,2020/03/08 17:03:42
5937052237,12,0,2020/03/08 17:03:42
5937052246,1,634,2020/03/08 17:03:42
5937052255,0,1375,2020/03/08 17:03:42
5937052264,0,591,2020/03/08 17:03:42
5937052273,0,1728,2020/03/08 17:03:42
5937052282,2,334,2020/03/08 17:03:42
5937052317,0,2260,2020/03/08 17:03:42
5937052335,0,190,2020/03/08 17:03:42
5937052353,0,856,2020/03/08 17:03:42
5937052362,9,1466,2020/03/08 17:03:42
5937052380,0,1491,2020/03/08 17:03:42
5937052415,1714,2470,2020/03/08 17:03:42
5937052433,0,164,2020/03/08 17:03:42
5937052451,2,1315,2020/03/08 17:03:42
5937060051,2,1107,2020/03/08 17:03:42
5937060060,0,1325,2020/03/08 17:03:42
5937060088,0,944,2020/03/08 17:03:42
5937060131,1440,1426,2020/03/08 17:03:42
5937061227,3013,2150,2020/03/08 17:03:42
5937061254,1998,1561,2020/03/08 17:03:42
5937061281,1004,1735,2020/03/08 17:03:42
5937061352,669,1945,2020/03/08 17:03:42
5937061370,892,1684,2020/03/08 17:03:42
5937061398,1094,1170,2020/03/08 17:03:42
5937061432,1,1097,2020/03/08 17:03:42
5937061469,172,1537,2020/03/08 17:03:42
5937061503,647,1345,2020/03/08 17:03:42
5937061530,97,472,2020/03/08 17:03:42
5937061558,385,1118,2020/03/08 17:03:42
5937061567,559,2002,2020/03/08 17:03:42
5937061594,37,39,2020/03/08 17:03:42
5937061601,14,558,2020/03/08 17:03:42
5937061610,231,1143,2020/03/08 17:03:42
5937061638,24,2055,2020/03/08 17:03:42
5937061647,4,0,2020/03/08 17:03:42
5937061656,29,731,2020/03/08 17:03:42
5937061665,0,2,2020/03/08 17:03:42
5937061674,1210,1572,2020/03/08 17:03:42
5937070011,0,1082,2020/03/08 17:03:42
5937070020,1209,1997,2020/03/08 17:03:42
5937070039,0,1490,2020/03/08 17:03:42
5937070057,0,1871,2020/03/08 17:03:42
5937070093,376,1975,2020/03/08 17:03:42
5937070128,0,1902,2020/03/08 17:03:42
5937070164,2,2066,2020/03/08 17:03:42
5937070173,363,1906,2020/03/08 17:03:42
5937070191,0,216,2020/03/08 17:03:42
5937071296,746,1811,2020/03/08 17:03:42
5937071330,10,1142,2020/03/08 17:03:42
5937071358,1164,1953,2020/03/08 17:03:42
5937071385,126,1026,2020/03/08 17:03:42
5937071401,5,755,2020/03/08 17:03:42
5937071447,0,1181,2020/03/08 17:03:42
5937071456,0,1445,2020/03/08 17:03:42
5937080115,0,1530,2020/03/08 17:03:42
5937080160,0,1025,2020/03/08 17:03:42
5937080179,498,2279,2020/03/08 17:03:42
5937080188,1498,1586,2020/03/08 17:03:42
5937080277,18,2246,2020/03/08 17:03:42
5937081363,1816,1515,2020/03/08 17:03:42
5937081381,1072,1355,2020/03/08 17:03:42
5937081390,1522,1684,2020/03/08 17:03:42
5937081407,1151,35,2020/03/08 17:03:42
5937081434,0,1383,2020/03/08 17:03:42
5937081461,0,1662,2020/03/08 17:03:42
5937081470,0,1688,2020/03/08 17:03:42
5937081489,0,671,2020/03/08 17:03:42
5937081498,1,1697,2020/03/08 17:03:42
5937081514,1830,892,2020/03/08 17:03:42
5937081541,170,1345,2020/03/08 17:03:42
5937081569,1168,1368,2020/03/08 17:03:42
5937081578,11,1187,2020/03/08 17:03:42
5937091056,1,999,2020/03/08 17:03:42
5937091065,0,451,2020/03/08 17:03:42
5937101146,2,1,2020/03/08 17:03:42
5937101164,0,511,2020/03/08 17:03:42
5937101217,1,675,2020/03/08 17:03:42
5937101226,145,1207,2020/03/08 17:03:42
5937111062,0,1,2020/03/08 17:03:42
5937111151,0,800,2020/03/08 17:03:42
5937111160,0,1171,2020/03/08 17:03:42
5937111188,23,693,2020/03/08 17:03:42
5937120025,0,1999,2020/03/08 17:03:42
5937120043,0,1702,2020/03/08 17:03:42
5937120052,0,92,2020/03/08 17:03:42
5937120061,17,929,2020/03/08 17:03:42
5937121184,0,3,2020/03/08 17:03:42
5937121228,1,807,2020/03/08 17:03:42
5937121237,1058,1583,2020/03/08 17:03:42
5937121246,18,66,2020/03/08 17:03:42
5937121273,0,3,2020/03/08 17:03:42
5937121282,0,1635,2020/03/08 17:03:42
5937130049,0,534,2020/03/08 17:03:42
5937130058,0,203,2020/03/08 17:03:42
5937131153,0,290,2020/03/08 17:03:42
5937131171,31,1147,2020/03/08 17:03:42
5937131180,166,1333,2020/03/08 17:03:42
5937131206,2,961,2020/03/08 17:03:42
5937131224,630,1770,2020/03/08 17:03:42
5937131242,0,510,2020/03/08 17:03:42
5937131260,369,1623,2020/03/08 17:03:42
5937131279,25,2100,2020/03/08 17:03:42
5937131288,94,1575,2020/03/08 17:03:42
5937140018,0,1396,2020/03/08 17:03:42
5937140027,0,1616,2020/03/08 17:03:42
5937140045,2,2115,2020/03/08 17:03:42
5937140054,117,1974,2020/03/08 17:03:42
5937141104,0,481,2020/03/08 17:03:42
5937141159,1,933,2020/03/08 17:03:42
5937150032,11,660,2020/03/08 17:03:42
5937151075,0,5,2020/03/08 17:03:42
5937151119,2,834,2020/03/08 17:03:42
5937151128,1066,2407,2020/03/08 17:03:42
5937151137,0,615,2020/03/08 17:03:42
5937161115,57,776,2020/03/08 17:03:42
5937161124,305,337,2020/03/08 17:03:42
5937161133,0,845,2020/03/08 17:03:42
5937161151,0,1074,2020/03/08 17:03:42
5937170034,359,1188,2020/03/08 17:03:42
5937170098,0,1116,2020/03/08 17:03:42
5937171157,6,26,2020/03/08 17:03:42
5937171166,2,248,2020/03/08 17:03:42
5937171175,171,837,2020/03/08 17:03:42
5937180030,0,529,2020/03/08 17:03:42
5937180094,0,426,2020/03/08 17:03:42
5937181215,0,728,2020/03/08 17:03:42
5937181251,0,1131,2020/03/08 17:03:42
5937181260,2,82,2020/03/08 17:03:42
5937181279,19,298,2020/03/08 17:03:42
5937181288,191,606,2020/03/08 17:03:42
5937181297,1112,856,2020/03/08 17:03:42
5937190063,0,1417,2020/03/08 17:03:42
5937190107,0,738,2020/03/08 17:03:42
5937191131,0,59,2020/03/08 17:03:42
5937191159,0,722,2020/03/08 17:03:42
5937191195,0,1385,2020/03/08 17:03:42
5937191211,0,1103,2020/03/08 17:03:42
5937191248,443,1434,2020/03/08 17:03:42
5937191275,0,298,2020/03/08 17:03:42
5937191284,0,881,2020/03/08 17:03:42
5937200037,15,1971,2020/03/08 17:03:42
5937201061,0,542,2020/03/08 17:03:42
5937201085,574,2089,2020/03/08 17:03:42
5937201105,17,2231,2020/03/08 17:03:42
5937210015,0,1475,2020/03/08 17:03:42
5937211094,0,915,2020/03/08 17:03:42
5937211101,168,1597,2020/03/08 17:03:42
5937211110,1268,1425,2020/03/08 17:03:42
5937220057,24,174,2020/03/08 17:03:42
5937221198,56,2063,2020/03/08 17:03:42
5937221223,0,650,2020/03/08 17:03:42
5937221232,0,1138,2020/03/08 17:03:42
5937230035,1,2077,2020/03/08 17:03:42
5937230053,0,1521,2020/03/08 17:03:42
5937231112,932,2101,2020/03/08 17:03:42
5937231149,1186,1842,2020/03/08 17:03:42
5937231167,261,988,2020/03/08 17:03:42
5937241038,2135,2245,2020/03/08 17:03:42
5937241065,3,647,2020/03/08 17:03:42
5937251105,1023,2088,2020/03/08 17:03:42
5937251123,1052,1827,2020/03/08 17:03:42
5937251150,47,1143,2020/03/08 17:03:42
5937251169,8,2066,2020/03/08 17:03:42
5937260033,7,1707,2020/03/08 17:03:42
5937261147,217,2432,2020/03/08 17:03:42
5937261165,0,1130,2020/03/08 17:03:42
5937261227,22,1382,2020/03/08 17:03:42
5938010108,1,831,2020/03/08 17:03:42
5938010242,1,1364,2020/03/08 17:03:42
5938010386,0,50,2020/03/08 17:03:42
5938010420,1,618,2020/03/08 17:03:42
5938011614,6,0,2020/03/08 17:03:42
5938011730,0,45,2020/03/08 17:03:42
5938011810,37,0,2020/03/08 17:03:42
5938011829,0,3,2020/03/08 17:03:42
5938011838,0,61,2020/03/08 17:03:42
5938011856,0,1023,2020/03/08 17:03:42
5938020079,0,1839,2020/03/08 17:03:42
5938020088,0,1820,2020/03/08 17:03:42
5938020104,0,1934,2020/03/08 17:03:42
5938020159,0,730,2020/03/08 17:03:42
5938020257,2,1271,2020/03/08 17:03:42
5938021423,2520,1586,2020/03/08 17:03:42
5938021432,736,2061,2020/03/08 17:03:42
5938021521,572,452,2020/03/08 17:03:42
5938021638,1043,1541,2020/03/08 17:03:42
5938021683,0,627,2020/03/08 17:03:42
5938021745,1021,787,2020/03/08 17:03:42
5938021772,0,292,2020/03/08 17:03:42
5938021781,3,345,2020/03/08 17:03:42
5938021790,647,1020,2020/03/08 17:03:42
5938021852,0,1740,2020/03/08 17:03:42
5938021914,0,732,2020/03/08 17:03:42
5938021932,440,1992,2020/03/08 17:03:42
5938021941,0,710,2020/03/08 17:03:42
5938021969,510,1469,2020/03/08 17:03:42
5938022000,591,1098,2020/03/08 17:03:42
5938022019,819,1762,2020/03/08 17:03:42
5938022046,221,1968,2020/03/08 17:03:42
5938022064,0,2028,2020/03/08 17:03:42
5938022117,0,1677,2020/03/08 17:03:42
5938022126,9,1965,2020/03/08 17:03:42
5938022135,1,816,2020/03/08 17:03:42
5938022144,1845,1404,2020/03/08 17:03:42
5938022153,4,709,2020/03/08 17:03:42
5938030057,1,176,2020/03/08 17:03:42
5938030075,0,834,2020/03/08 17:03:42
5938030084,1,123,2020/03/08 17:03:42
5938030100,0,27,2020/03/08 17:03:42
5938030191,0,639,2020/03/08 17:03:42
5938030235,0,1096,2020/03/08 17:03:42
5938030253,0,313,2020/03/08 17:03:42
5938030379,0,250,2020/03/08 17:03:42
5938030735,0,69,2020/03/08 17:03:42
5938032140,0,1767,2020/03/08 17:03:42
5938032220,0,717,2020/03/08 17:03:42
5938032300,0,402,2020/03/08 17:03:42
5938032355,0,475,2020/03/08 17:03:42
5938032373,0,1506,2020/03/08 17:03:42
5938032408,0,640,2020/03/08 17:03:42
5938032417,0,114,2020/03/08 17:03:42
5938032453,0,136,2020/03/08 17:03:42
5938032471,0,235,2020/03/08 17:03:42
5938040044,835,2176,2020/03/08 17:03:42
5938040151,835,2113,2020/03/08 17:03:42
5938040160,1240,2040,2020/03/08 17:03:42
5938040179,0,575,2020/03/08 17:03:42
5938040277,0,1554,2020/03/08 17:03:42
5938040286,0,1653,2020/03/08 17:03:42
5938040295,1264,1765,2020/03/08 17:03:42
5938040348,1058,1794,2020/03/08 17:03:42
5938040366,866,1982,2020/03/08 17:03:42
5938040419,72,2421,2020/03/08 17:03:42
5938040437,0,2282,2020/03/08 17:03:42
5938041569,0,2230,2020/03/08 17:03:42
5938041667,13,646,2020/03/08 17:03:42
5938041685,1409,1994,2020/03/08 17:03:42
5938041694,1436,1560,2020/03/08 17:03:42
5938041729,0,1960,2020/03/08 17:03:42
5938041756,187,1103,2020/03/08 17:03:42
5938041809,2277,2320,2020/03/08 17:03:42
5938041818,1088,448,2020/03/08 17:03:42
5938041827,1184,2328,2020/03/08 17:03:42
5938041845,1445,2264,2020/03/08 17:03:42
5938041854,758,1616,2020/03/08 17:03:42
5938041863,844,1160,2020/03/08 17:03:42
5938041881,2060,808,2020/03/08 17:03:42
5938050120,0,1729,2020/03/08 17:03:42
5938050139,0,1814,2020/03/08 17:03:42
5938060180,1,1937,2020/03/08 17:03:42
5938060224,0,830,2020/03/08 17:03:42
5938061249,0,1580,2020/03/08 17:03:42
5938061258,210,1484,2020/03/08 17:03:42
5938061267,529,1926,2020/03/08 17:03:42
5938061285,0,737,2020/03/08 17:03:42
5938061301,1,342,2020/03/08 17:03:42
5938080048,0,907,2020/03/08 17:03:42
5938090026,0,1718,2020/03/08 17:03:42
5938091149,1004,1228,2020/03/08 17:03:42
5938100018,0,865,2020/03/08 17:03:42
5938100063,53,2140,2020/03/08 17:03:42
5938101122,1644,2210,2020/03/08 17:03:42
5938101140,4339,2391,2020/03/08 17:03:42
5938110023,0,1604,2020/03/08 17:03:42
5938110078,0,1978,2020/03/08 17:03:42
5938111271,0,653,2020/03/08 17:03:42
5938130016,509,995,2020/03/08 17:03:42
5939010059,0,1562,2020/03/08 17:03:42
5939010068,1,1674,2020/03/08 17:03:42
5939010086,1,1734,2020/03/08 17:03:42
5939010157,2,1481,2020/03/08 17:03:42
5939010200,0,1373,2020/03/08 17:03:42
5939010228,0,965,2020/03/08 17:03:42
5939010344,1991,2374,2020/03/08 17:03:42
5939010399,0,2314,2020/03/08 17:03:42
5939010504,1666,1967,2020/03/08 17:03:42
5939011734,0,2255,2020/03/08 17:03:42
5939011789,8,1870,2020/03/08 17:03:42
5939011832,639,1951,2020/03/08 17:03:42
5939011850,0,2090,2020/03/08 17:03:42
5939011878,381,1825,2020/03/08 17:03:42
5939012026,1137,2246,2020/03/08 17:03:42
5939012062,0,1166,2020/03/08 17:03:42
5939012133,1,1328,2020/03/08 17:03:42
5939012160,1134,1927,2020/03/08 17:03:42
5939012179,0,1556,2020/03/08 17:03:42
5939012188,0,1,2020/03/08 17:03:42
5939012222,0,8,2020/03/08 17:03:42
5939012240,566,1635,2020/03/08 17:03:42
5939012302,2,1065,2020/03/08 17:03:42
5939012320,3,1913,2020/03/08 17:03:42
5939012339,0,1827,2020/03/08 17:03:42
5939012384,0,1923,2020/03/08 17:03:42
5939012400,2140,673,2020/03/08 17:03:42
5939012428,8,1521,2020/03/08 17:03:42
5939012455,0,1759,2020/03/08 17:03:42
5939012464,2,2109,2020/03/08 17:03:42
5939012473,730,1329,2020/03/08 17:03:42
5939012508,1,65,2020/03/08 17:03:42
5939012526,532,1881,2020/03/08 17:03:42
5939012535,0,1187,2020/03/08 17:03:42
5939012571,3,655,2020/03/08 17:03:42
5939012580,192,766,2020/03/08 17:03:42
5939012599,901,2237,2020/03/08 17:03:42
5939012606,54,25,2020/03/08 17:03:42
5939012615,0,1630,2020/03/08 17:03:42
5939020055,536,1144,2020/03/08 17:03:42
5939020082,19,2301,2020/03/08 17:03:42
5939020091,33,2703,2020/03/08 17:03:42
5939020171,15,867,2020/03/08 17:03:42
5939020224,0,750,2020/03/08 17:03:42
5939021294,1656,2375,2020/03/08 17:03:42
5939021392,0,961,2020/03/08 17:03:42
5939021409,456,2619,2020/03/08 17:03:42
5939021445,1572,2456,2020/03/08 17:03:42
5939021454,373,2496,2020/03/08 17:03:42
5939021463,2189,2366,2020/03/08 17:03:42
5939021481,2040,1223,2020/03/08 17:03:42
5939021490,2,2199,2020/03/08 17:03:42
5939021534,560,2407,2020/03/08 17:03:42
5939021543,27,1292,2020/03/08 17:03:42
5939021552,1,2180,2020/03/08 17:03:42
5939021561,2,2700,2020/03/08 17:03:42
5939021570,2,2370,2020/03/08 17:03:42
5939021589,1205,2429,2020/03/08 17:03:42
5939030177,16,1659,2020/03/08 17:03:42
5939030211,873,1582,2020/03/08 17:03:42
5939030220,33,1757,2020/03/08 17:03:42
5939030300,685,1112,2020/03/08 17:03:42
5939030355,35,1929,2020/03/08 17:03:42
5939030364,157,2523,2020/03/08 17:03:42
5939031549,346,453,2020/03/08 17:03:42
5939031558,1919,1652,2020/03/08 17:03:42
5939031576,2056,1970,2020/03/08 17:03:42
5939031585,1,1861,2020/03/08 17:03:42
5939031674,0,730,2020/03/08 17:03:42
5939031683,1002,1530,2020/03/08 17:03:42
5939031718,1842,1758,2020/03/08 17:03:42
5939031745,1538,1898,2020/03/08 17:03:42
5939031763,25,1568,2020/03/08 17:03:42
5939031825,1302,1340,2020/03/08 17:03:42
5939031996,0,1218,2020/03/08 17:03:42
5939032000,3188,1818,2020/03/08 17:03:42
5939032028,886,2340,2020/03/08 17:03:42
5939032055,2874,1808,2020/03/08 17:03:42
5939032135,4231,2140,2020/03/08 17:03:42
5939032144,1770,1413,2020/03/08 17:03:42
5939032162,2309,1942,2020/03/08 17:03:42
5939032180,1204,2667,2020/03/08 17:03:42
5939032224,0,1090,2020/03/08 17:03:42
5939032233,1928,1672,2020/03/08 17:03:42
5939032304,628,491,2020/03/08 17:03:42
5939032386,3480,1440,2020/03/08 17:03:42
5939032402,1134,325,2020/03/08 17:03:42
5939032420,2170,1796,2020/03/08 17:03:42
5939032484,1585,2088,2020/03/08 17:03:42
5939032528,3231,2184,2020/03/08 17:03:42
5939032546,0,1148,2020/03/08 17:03:42
5939032555,1185,1654,2020/03/08 17:03:42
5939032564,2,1783,2020/03/08 17:03:42
5939032608,2082,45,2020/03/08 17:03:42
5939032617,0,1774,2020/03/08 17:03:42
5939032626,1,2117,2020/03/08 17:03:42
5939040164,0,2469,2020/03/08 17:03:42
5939040253,0,1328,2020/03/08 17:03:42
5939041410,3820,2165,2020/03/08 17:03:42
5939041465,0,2469,2020/03/08 17:03:42
5939041483,1175,1592,2020/03/08 17:03:42
5939041590,396,2265,2020/03/08 17:03:42
5939041705,113,750,2020/03/08 17:03:42
5939041732,59,1428,2020/03/08 17:03:42
5939041750,1076,1842,2020/03/08 17:03:42
5939041769,1346,1583,2020/03/08 17:03:42
5939041778,2,1002,2020/03/08 17:03:42
5939041812,0,208,2020/03/08 17:03:42
5939041830,466,1494,2020/03/08 17:03:42
